,Open,High,Low,Close,Volume,Dividends,Stock Splits,Repaired?
2010-09-07,47.89329173644138,48.07860835463103,47.22067462408024,47.838382720947266,6841700,0.0,0.0,False
2010-09-08,48.030568885266376,49.06008946074319,48.0099740751704,48.552188873291016,6323200,0.0,0.0,False
2010-09-09,49.11499672913049,49.30031337825295,48.051161867520754,48.483558654785156,5355900,0.0,0.0,False
2010-09-10,48.682588573548806,49.1149852598403,48.29823596351192,48.90908432006836,5018300,0.0,0.0,False
2010-09-13,49.38956107325132,49.74646467386022,49.21797421353196,49.58173751831055,7694600,0.0,0.0,False
2010-09-14,49.60916229525816,49.67093625064933,49.1218565342462,49.30030822753906,6040400,0.0,0.0,False
2010-09-15,48.991461369988855,49.60230996056074,48.59338397269545,49.506221771240234,5506100,0.0,0.0,False
2010-09-16,49.36208697212229,49.657216463258614,48.92282520434916,49.416996002197266,6233000,0.0,0.0,False
2010-09-17,49.56799032139698,50.31610617592056,48.792414717026524,50.22688293457031,11341800,0.0,0.0,False
2010-09-20,50.281776477749005,51.33875135561049,50.02096129864895,51.3044319152832,8886300,0.0,0.0,False
2010-09-21,51.33189568099822,52.924220602202226,51.28385159771927,52.430049896240234,14968300,0.0,0.0,False
2010-09-22,52.33395945594745,52.50554620826203,51.819199199003705,52.28591537475586,8386100,0.0,0.0,False
2010-09-23,51.76429369208373,53.19189682489739,51.476029185384576,52.34082794189453,8745800,0.0,0.0,False
2010-09-24,53.39780029713587,54.85971756590249,53.274257623971636,54.722450256347656,14218600,0.0,0.0,False
2010-09-27,54.701857635075925,54.89403920711655,54.15278313848281,54.592044830322266,8361900,0.0,0.0,False
2010-09-28,54.52342511443232,54.86659872620712,53.83021295245138,54.68128204345703,7784800,0.0,0.0,False
2010-09-29,54.63325342321893,54.90779343769043,54.50971067852752,54.90092849731445,7939900,0.0,0.0,False
2010-09-30,54.935237074146265,54.96269159379322,53.67922029147269,54.00180435180664,11940800,0.0,0.0,False
2010-10-01,53.734132665271744,54.13907507326131,53.21250723243823,53.68608856201172,8540800,0.0,0.0,False
2010-10-04,53.54878731771113,53.713514357720136,52.51240718214936,53.034027099609375,6418700,0.0,0.0,False
2010-10-05,53.8645334782176,54.74305710398683,53.67235185321846,54.4959716796875,7140300,0.0,0.0,False
2010-10-06,54.633215703348206,54.83912188114387,53.864510477255834,54.27631759643555,6252200,0.0,0.0,False
2010-10-07,54.53716259329668,54.76365848712601,53.43214288433965,54.042991638183594,8978100,0.0,0.0,False
2010-10-08,54.50283143392339,55.5941209237633,54.17338248739032,55.16172409057617,14296600,0.0,0.0,False
2010-10-11,54.928334279165504,55.42250481940572,54.57143624255346,54.894020080566406,4593700,0.0,0.0,False
2010-10-12,54.73618542468247,54.73618542468247,53.74098414788989,54.45478057861328,10034200,0.0,0.0,False
2010-10-13,55.15486324897658,55.72453270070036,54.96268686439838,55.10681915283203,8493200,0.0,0.0,False
2010-10-14,55.244085704621256,55.47744647996135,54.40674126698892,54.84600830078125,5663900,0.0,0.0,False
2010-10-15,55.099938624483016,55.23034623558385,54.22141526560051,54.736175537109375,6522900,0.0,0.0,False
2010-10-18,54.87346460532264,55.2578226545389,54.674428496131895,55.072505950927734,6542700,0.0,0.0,False
2010-10-19,54.20084700612209,54.70874254086996,53.3772271059861,53.91258239746094,9857200,0.0,0.0,False
