SPGSCI Index,CO1 Comdty,QS1 Comdty,XB1 Comdty,HO1 Comdty,NG1 Comdty,PN1 Comdty,CL1 Comdty,RS1 Comdty,C 1 Comdty,O 1 Comdty,RR1 Comdty,SM1 Comdty,BO1 Comdty,S 1 Comdty,W 1 Comdty,FC1 Comdty,LH1 Comdty,LC1 Comdty,PB1 Comdty,LA1 Comdty,HG1 Comdty,GC1 Comdty,LL1 Comdty,LN1 Comdty,PA1 Comdty,PL1 Comdty,SI1 Comdty,LT1 Comdty,LX1 Comdty,CC1 Comdty,KC1 Comdty,CT1 Comdty,DL1 Comdty,LB1 Comdty,DA1 Comdty,JO1 Comdty,JN1 Comdty,SB1 Comdty,Dates
0.00994842765388874,0.018897965871035552,0.016199731214108608,0.01926755293755862,0.014277688034994917,-0.015831465216680628,0.0,0.02065647216581703,0.007849658153423119,-0.0007079646313400168,0.0082135985373888,-0.01089572775173268,0.002866700482076042,0.011319751494067117,0.0049614934001768266,0.005750447128437718,-0.0010036802448456668,0.004584737355478867,-0.0032480743131641145,0.0,-0.017230231590115292,-0.006273450304774866,0.0018219089530635518,0.003107401995454242,-0.01658665597156908,-0.003685451262280362,0.014724708616221811,0.003539005231136781,-0.007731675876903172,-0.007597801912519602,-0.015092662236103251,-0.012364917970949765,0.007840153262904659,-0.012815855771897318,0.005942572786802851,0.0012961764614466762,0.027618034420596987,0.0,-0.0013054832141303713,2018-01-03
0.0015341311364382266,0.0033845959762122436,0.0020580373594561775,0.0051608005556082765,-0.005282125126417133,-0.04348511193973889,0.0,0.00614689738763472,0.00880882475669381,-0.005681833467430946,0.005099450112349261,0.005680592072624579,0.00444304126649029,-0.0005925926099340324,-0.0005211047538452944,-0.0045977092486294314,-0.002345845579784869,0.004563813433064615,-0.005709640307220173,0.0,0.009770418562717847,0.0016869875943204518,0.0023483969733721958,0.003097775952556029,0.019010417960747997,0.01046793452879167,0.008628360614955054,0.00011582117223967748,-0.002757930794116346,0.01159691855090984,-0.0010493180396177464,0.007360095204600074,0.014489323135184078,0.0,0.00241096007196355,-0.0943391488168752,0.0,0.0038872740884016476,-0.003926706616171752,2018-01-04
-0.009134370348185986,-0.006632790180119912,-0.006600684031352024,-0.01163548269676533,-0.008849829260849575,-0.02995818754079203,0.0,-0.009234573522369898,0.0036644992147448867,0.0007119971820897821,0.011128086509407487,0.007812539736793625,0.0066277660952151094,-0.0026710210270855326,0.002342835901772667,-0.007516658692365867,-0.016235770132350773,0.0007002801406624725,-0.024845998586530776,0.0,-0.021119989943656416,-0.010319691120793261,0.0005295207960635808,-0.0182399594719154,-0.009409957792176042,-0.011530020472872821,0.00526507178176986,0.0009260867710549315,0.005258557253467051,-0.0007393715678786329,-0.005263170044274644,-0.008527183452226613,-0.015770389157168167,-0.0022787704505877115,0.009802932221974443,-0.007859990447377077,-0.00467038750861182,-0.01662629986583134,-0.011210140473610655,2018-01-05
-9.013968722823121e-07,0.002363368899165327,-0.004979263399607338,0.0033542070803618414,-0.0064813462433502425,0.014209830572653003,0.0,0.004708947566387719,-0.003664499214745021,-0.011453239013502382,0.006018072325562945,0.00689360765290179,-0.0012590495840106612,-0.006559355658729546,-0.0033858607681699878,-0.006988962635736092,-0.0011942336998971516,0.021468968623341692,-0.017126964792800597,0.0,-0.013328934548972984,-0.0017045018460085462,-0.0014379235837391733,0.025654890647777272,0.00012017545631057635,0.012579937260711658,0.0011319785103775654,-0.008190815202312043,0.00024971906734841095,0.007662872745569097,0.009976454496372791,-0.02602670567810923,0.0016650660267027396,-0.007633624855071095,0.001516300517964008,-0.006477172699030332,-0.0061405285956038095,0.0,-0.020094447059754383,2018-01-08
0.010418869565209739,0.015227234190428957,0.007046661282960285,0.0244775175461216,0.010117802043432782,0.03056854894939358,0.0,0.01972956770334332,0.0,0.0050269405679740095,-0.004008021397538822,0.005566274273321863,-0.00949374219225115,0.003583162985683579,-0.0026123316841423247,0.010465211791097002,-0.006679822731008818,0.0027369158377711735,0.0038314223115560888,0.0,-0.01081594541250972,-0.0024844733276618335,-0.005087137503575608,-0.02260805552255184,0.012578281505753353,0.0020510022914147883,-0.004535622660568498,-0.007846851763505273,-0.0022497197340154416,-0.01605598474096306,-0.007867861200613679,0.0,0.0026838791751051813,0.01596385098901421,0.020354210991773442,-0.003616640470188439,-0.01902032467903,0.0029542118974313827,-0.003388685045516707,2018-01-09
0.004547818424388201,0.005506462254289745,0.011090686694158138,-0.0019079293857685975,0.006993204125191092,-0.00583292098101766,0.0,0.009642056839169705,-0.005727158219285762,0.0,0.00800004266707637,-0.0012817775734836698,-0.005100425465658795,-0.007779811830757209,-0.009197279390443885,0.004616280557814382,-0.0075901692666755964,-0.00892250257048174,-0.006821599678354924,0.0,0.015086743154657613,0.0060451241984637695,0.004253709414268416,0.0019607849419408453,0.018730955148539643,-0.019076214514327988,0.006693120800589744,0.0014686447051594476,0.005739254680756926,0.0017885093075139852,0.021875872356724457,-0.009634759396583726,0.01645606755402789,-0.001509434248854292,0.01828358171364062,-0.0014503265776466359,-0.004070310892435766,0.006371009052784119,-0.005445895011462639,2018-01-10
0.0017132726448179107,0.0008666763506519515,0.0,0.002343516891294686,-0.0019242801916027625,0.059449890552991866,0.0,0.0036115294024268107,-0.0057601475865716135,-0.0007165890668518328,-0.0019940186068643953,-0.015076744768397252,-0.010602508959264227,-0.009658994503293852,-0.006887444444993115,-0.0023054765254988505,-0.003816798526700965,-0.021603627648432936,0.0017097674607543796,0.0,-0.00242172752849404,-0.0007729767718876247,0.0024225918427235567,-0.001274072794485556,-0.0243238774447642,-0.0010679545044928777,0.012746820222328896,-0.004058709727386842,0.007189816518100364,0.01573439662946115,-0.0067201079985193014,-0.009321242768157519,0.03697278791097561,0.017222439913410294,0.02914222235632806,0.002174701835688298,0.012161565039275435,-0.007847024080904845,-0.032607814359094926,2018-01-11
0.004452866960523782,0.008768833590083406,0.0012247398958958697,0.006781526057382956,0.003988759883968509,0.03692335410459789,0.0,0.007806440892829492,0.004528620337324804,-0.007194275634027085,-0.004000005333346128,0.005194816877104151,0.0006457862671960592,-0.0012139606953667074,0.0037145174044157163,-0.02987044918271269,0.0036436233595870267,0.008418148625143982,0.00255918245882144,0.0,0.017397714768615635,-0.004495086232762463,0.00933249792923225,-0.0041273643497405895,0.008949491483136528,0.026679250139177376,0.00434761313697122,0.01026191313937685,0.0030585589429744705,0.006574645642085385,-0.0072879031575913255,-0.0044888873580606285,-0.011805650410623071,0.007396483424505173,-0.04636592055792554,-0.00362713491600321,-0.002200220909602535,0.007847024080904803,0.0,2018-01-12
0.0,0.005566274273321643,0.009744291474678141,0.0,0.0,0.0,0.0,0.0,0.008385364605865342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061086162803465184,0.0,0.0,0.01727968020124607,0.009729382358642258,0.0,0.0,0.0,0.0013782242780158202,0.010574444880173867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019521724110911926,0.0,2018-01-15
-0.005145896411417847,-0.015924588726913786,-0.006485632786598152,-0.006019704178017311,-0.010413747566626283,-0.022437345118935807,0.0,-0.008904221917370947,-0.0034683294994427003,0.005759555158366908,0.0020020026706729687,0.04763809030928652,0.04110600841302547,-0.004260505531716077,0.02510592113107626,-0.009558017806105356,0.008622229653641497,0.03196697696997743,0.006157785674889669,0.0,-0.013740067407141069,0.0003106554855675379,0.0016467069589329488,-0.011682375854356681,-0.02410326493431414,-0.01568302032104171,0.009038928669870666,0.0027963898210999864,0.008327258504107258,-0.014002477849529174,0.009360442759563672,-0.014833399294101062,-0.003065418377370174,0.0029433428165969323,0.005704039971717037,0.000726480235365932,0.03037109787629877,-0.003908163254758468,-0.04249829294092903,2018-01-16
