"Date","Price","Open","High","Low","Vol.","Change %"
"10/01/2015","391.50","398.50","410.00","382.75","1.13M","-1.82%"
"09/01/2015","398.75","374.50","406.25","360.50","1.92M","6.26%"
"08/01/2015","375.25","380.00","402.00","357.50","4.09M","-1.57%"
"07/01/2015","381.25","420.00","449.25","375.75","3.75M","-9.66%"
"06/01/2015","422.00","356.25","422.00","352.00","2.96M","18.12%"
"05/01/2015","357.25","366.00","378.25","354.50","2.13M","-2.46%"
"04/01/2015","366.25","385.00","397.75","362.50","2.80M","-4.68%"
"03/01/2015","384.25","392.25","406.00","375.00","2.14M","-2.29%"
"02/01/2015","393.25","378.00","400.00","375.75","2.19M","3.90%"
"01/01/2015","378.50","405.25","418.25","373.75","853.75K","-6.72%"
"12/01/2014","405.75","386.00","425.25","377.25","1.69M","4.37%"
"11/01/2014","388.75","386.75","401.25","371.50","2.45M","-0.13%"
"10/01/2014","389.25","332.50","394.25","330.50","1.04M","16.72%"
"09/01/2014","333.50","363.25","367.50","332.50","1.51M","-8.57%"
"08/01/2014","364.75","366.75","381.00","358.00","3.01M","-0.61%"
"07/01/2014","367.00","418.00","418.50","364.25","2.14M","-12.36%"
"06/01/2014","418.75","456.75","461.50","416.75","1.87M","-8.57%"
"05/01/2014","458.00","518.00","522.75","457.25","1.65M","-11.75%"
"04/01/2014","519.00","506.25","524.25","490.75","2.65M","2.42%"
"03/01/2014","506.75","464.75","508.25","464.00","2.28M","9.33%"
"02/01/2014","463.50","438.75","465.00","438.75","2.55M","5.46%"
"01/01/2014","439.50","429.75","443.00","414.50","966.77K","2.15%"
"12/01/2013","430.25","422.75","444.00","418.50","1.28M","1.35%"
"11/01/2013","424.50","438.75","449.50","420.00","2.60M","-3.36%"
"10/01/2013","439.25","454.50","462.00","438.25","973.40K","-3.36%"
"09/01/2013","454.50","491.00","493.75","453.50","1.38M","-5.71%"
"08/01/2013","482.00","479.00","508.25","445.75","3.56M","0.63%"
"07/01/2013","479.00","546.00","563.50","471.25","2.08M","-12.47%"
"06/01/2013","547.25","595.25","610.75","540.50","1.44M","-8.37%"
"05/01/2013","597.25","647.00","667.00","538.50","1.39M","-8.12%"
"04/01/2013","650.00","657.25","669.00","610.00","2.46M","-3.85%"
"03/01/2013","676.00","703.50","718.75","676.00","1.91M","-3.91%"
"02/01/2013","703.50","741.50","747.50","680.75","2.11M","-5.19%"
"01/01/2013","742.00","707.25","745.00","678.50","1.00M","5.96%"
"12/01/2012","700.25","756.25","764.00","691.25","1.49M","-6.97%"
"11/01/2012","752.75","756.25","767.50","714.25","2.25M","-0.56%"
"10/01/2012","757.00","763.50","775.75","732.25","1.00M","-0.33%"
"09/01/2012","759.50","802.75","815.00","708.75","1.70M","-5.03%"
"08/01/2012","799.75","806.00","849.00","781.25","3.46M","-0.68%"
"07/01/2012","805.25","642.50","820.50","640.75","2.95M","28.12%"
"06/01/2012","628.50","525.75","649.25","510.00","1.78M","19.60%"
"05/01/2012","525.50","632.00","634.25","511.50","1.93M","-17.15%"
"04/01/2012","634.25","646.75","659.75","591.75","2.86M","-1.40%"
"03/01/2012","643.25","656.00","673.25","602.50","2.38M","-2.24%"
"02/01/2012","658.00","645.00","661.50","626.00","1.79M","1.98%"
"01/01/2012","645.25","669.50","672.50","599.25","1.01M","-1.45%"
"12/01/2011","654.75","608.75","656.50","578.50","1.58M","7.69%"
"11/01/2011","608.00","658.50","676.25","587.00","2.62M","-7.74%"
"10/01/2011","659.00","604.25","675.00","586.00","997.19K","8.79%"
"09/01/2011","605.75","766.00","767.50","605.75","2.03M","-21.07%"
"08/01/2011","767.50","671.00","779.00","668.00","4.03M","14.77%"
"07/01/2011","668.75","605.00","703.75","603.00","2.23M","3.20%"
