"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/2022","1,188.10","1,099.90","1,214.00","1,097.20","164.48K","7.30%"
"03/01/2022","1,107.30","1,033.00","1,146.70","1,033.00","153.71K","7.22%"
"02/01/2022","1,032.70","1,003.00","1,092.20","986.00","230.75K","3.06%"
"01/01/2022","1,002.00","1,016.50","1,038.30","948.50","211.82K","-1.05%"
"12/01/2021","1,012.60","958.60","1,033.60","954.20","196.91K","5.48%"
"11/01/2021","960.00","963.00","1,028.90","945.00","204.46K","0.02%"
"10/01/2021","959.80","878.70","971.50","875.50","261.00K","9.07%"
"09/01/2021","880.00","879.30","897.40","839.00","154.44K","-0.05%"
"08/01/2021","880.40","834.60","924.90","817.00","78.94K","5.32%"
"07/01/2021","835.90","814.00","949.00","762.00","160.61K","2.98%"
"06/01/2021","811.70","715.50","814.50","656.00","311.17K","13.49%"
"05/01/2021","715.20","868.80","1,008.00","680.40","197.56K","-17.67%"
"04/01/2021","868.70","723.00","872.50","695.00","197.26K","21.04%"
"03/01/2021","717.70","740.00","808.50","677.10","213.50K","-2.91%"
"02/01/2021","739.20","669.50","782.90","666.30","205.62K","10.49%"
"01/01/2021","669.00","637.90","692.30","629.80","226.93K","5.02%"
"12/01/2020","637.00","573.80","637.30","567.00","300.16K","11.03%"
"11/01/2020","573.70","542.60","583.40","532.80","193.59K","5.73%"
"10/01/2020","542.60","526.40","552.90","514.00","301.97K","2.75%"
"09/01/2020","528.10","504.50","541.20","501.10","181.60K","4.47%"
"08/01/2020","505.50","497.00","511.00","486.00","117.28K","1.69%"
"07/01/2020","497.10","476.50","499.40","474.40","166.09K","4.43%"
"06/01/2020","476.00","470.00","479.80","465.20","261.65K","1.28%"
"05/01/2020","470.00","465.70","480.40","462.80","149.78K","0.99%"
"04/01/2020","465.40","477.80","479.60","455.00","201.63K","-2.57%"
"03/01/2020","477.70","455.90","482.20","450.00","207.32K","4.69%"
"02/01/2020","456.30","459.70","474.00","451.20","254.49K","-0.76%"
"01/01/2020","459.80","477.90","491.60","459.50","195.02K","-3.83%"
"12/01/2019","478.10","466.60","480.70","461.00","276.02K","2.66%"
"11/01/2019","465.70","457.40","476.50","456.00","140.01K","1.81%"
"10/01/2019","457.40","460.40","477.10","454.50","305.64K","-0.61%"
"09/01/2019","460.20","456.50","464.10","444.90","106.28K","0.90%"
"08/01/2019","456.10","451.00","464.50","447.60","58.56K","1.11%"
"07/01/2019","451.10","454.40","460.30","437.00","113.26K","-1.05%"
"06/01/2019","455.90","473.40","477.70","451.00","253.12K","-3.70%"
"05/01/2019","473.40","441.20","475.90","427.50","188.60K","7.30%"
"04/01/2019","441.20","462.70","469.20","441.00","252.91K","-4.69%"
"03/01/2019","462.90","469.20","477.30","448.40","167.63K","-1.34%"
"02/01/2019","469.20","489.60","494.00","468.50","239.70K","-4.17%"
"01/01/2019","489.60","483.00","497.50","479.40","130.15K","1.12%"
"12/01/2018","484.20","489.40","496.30","480.50","198.29K","-0.47%"
"11/01/2018","486.50","485.80","492.50","477.80","143.74K","0.10%"
"10/01/2018","486.00","502.50","508.80","485.20","217.59K","-3.42%"
"09/01/2018","503.20","503.00","506.50","490.00","53.02K","0.14%"
"08/01/2018","502.50","506.70","518.50","493.80","34.76K","-0.97%"
"07/01/2018","507.40","508.00","512.00","484.50","119.13K","-0.39%"
"06/01/2018","509.40","523.50","528.00","500.00","252.89K","-2.79%"
"05/01/2018","524.00","531.40","536.30","514.50","146.40K","-1.56%"
"04/01/2018","532.30","528.40","539.50","523.00","236.77K","0.74%"
"03/01/2018","528.40","523.90","531.20","511.50","144.14K","0.84%"
"02/01/2018","524.00","502.80","525.80","496.40","197.79K","4.15%"
"01/01/2018","503.10","489.10","506.30","488.50","135.00K","2.95%"
"12/01/2017","488.70","518.40","520.00","485.00","194.76K","-5.73%"
"11/01/2017","518.40","518.50","528.80","511.60","146.27K","-0.06%"
"10/01/2017","518.70","498.10","521.00","496.40","263.18K","3.97%"
"09/01/2017","498.90","505.20","508.70","489.50","86.99K","-1.23%"
"08/01/2017","505.10","510.50","523.80","496.50","37.95K","-1.67%"
"07/01/2017","513.70","505.10","532.50","491.50","166.66K","3.15%"
"06/01/2017","498.00","482.50","499.50","472.10","262.74K","3.30%"
"05/01/2017","482.10","513.70","530.00","479.60","149.23K","-6.33%"
"04/01/2017","514.70","486.60","525.80","477.80","233.80K","5.36%"
"03/01/2017","488.50","520.50","534.80","483.50","183.88K","-6.09%"
"02/01/2017","520.20","514.20","537.90","512.30","232.07K","1.19%"
"01/01/2017","514.10","504.00","532.30","495.20","160.12K","2.00%"
"12/01/2016","504.00","532.40","539.10","500.10","268.63K","-5.35%"
"11/01/2016","532.50","522.30","540.70","502.00","207.44K","1.95%"
"10/01/2016","522.30","470.40","525.90","468.20","266.12K","10.96%"
"09/01/2016","470.70","464.40","481.00","461.30","81.14K","1.36%"
"08/01/2016","464.40","456.40","482.00","450.90","59.35K","0.89%"
"07/01/2016","460.30","492.00","497.60","449.70","144.43K","-7.14%"
"06/01/2016","495.70","517.00","532.00","474.50","360.32K","-4.12%"
"05/01/2016","517.00","500.70","544.60","494.70","245.87K","3.19%"
"04/01/2016","501.00","481.30","502.50","477.00","275.92K","3.96%"
"03/01/2016","481.90","449.70","484.70","435.50","183.14K","7.16%"
"02/01/2016","449.70","484.00","484.60","445.20","260.69K","-7.28%"
"01/01/2016","485.00","485.80","498.00","476.40","157.79K","-0.31%"
"12/01/2015","486.50","473.10","494.40","472.50","272.35K","2.64%"
"11/01/2015","474.00","471.60","482.20","463.90","176.06K","0.13%"
"10/01/2015","473.40","481.00","487.30","469.90","228.98K","-1.58%"
"09/01/2015","481.00","478.40","486.30","459.00","84.86K","0.25%"
"08/01/2015","479.80","497.00","512.10","462.80","61.46K","-4.06%"
"07/01/2015","500.10","530.90","539.40","487.40","137.92K","-6.72%"
"06/01/2015","536.10","466.50","537.10","466.10","365.62K","15.14%"
"05/01/2015","465.60","446.50","466.80","445.50","155.82K","4.28%"
"04/01/2015","446.50","455.60","465.00","439.80","196.18K","-1.74%"
"03/01/2015","454.40","467.70","472.20","448.70","159.47K","-3.17%"
"02/01/2015","469.30","449.80","473.90","445.00","223.34K","4.43%"
"01/01/2015","449.40","441.00","458.00","437.60","207.87K","2.18%"
"12/01/2014","439.80","423.40","447.50","406.00","246.22K","3.31%"
"11/01/2014","425.70","436.50","445.60","420.30","150.90K","-3.03%"
"10/01/2014","439.00","401.90","439.00","399.00","258.67K","9.07%"
"09/01/2014","402.50","426.00","431.90","394.80","121.53K","-5.47%"
"08/01/2014","425.80","442.60","452.30","420.00","46.61K","-4.40%"
"07/01/2014","445.40","453.00","465.00","433.10","109.20K","-2.60%"
"06/01/2014","457.30","462.10","473.80","447.50","221.09K","-1.63%"
"05/01/2014","464.90","477.40","504.10","458.10","178.88K","-2.62%"
"04/01/2014","477.40","463.10","486.10","453.40","186.55K","3.56%"
"03/01/2014","461.00","429.00","478.50","429.00","150.99K","7.23%"
"02/01/2014","429.90","436.40","444.00","403.70","198.83K","-2.38%"
"01/01/2014","440.40","451.00","451.00","422.30","171.46K","-2.11%"
"12/01/2013","449.90","501.00","502.60","436.60","210.26K","-10.02%"
"11/01/2013","500.00","494.10","507.00","482.00","184.71K","1.13%"
"10/01/2013","494.40","490.70","506.80","485.00","259.76K","0.69%"
"09/01/2013","491.00","530.40","538.90","487.40","108.31K","-6.95%"
"08/01/2013","527.70","487.00","548.30","479.60","48.85K","7.91%"
"07/01/2013","489.00","534.80","548.90","484.90","109.34K","-8.56%"
"06/01/2013","534.80","571.70","577.20","533.00","211.57K","-6.59%"
"05/01/2013","572.50","614.10","627.40","541.30","185.40K","-6.70%"
"04/01/2013","613.60","609.60","632.10","590.20","196.08K","0.79%"
"03/01/2013","608.80","621.00","636.70","602.60","112.70K","-2.59%"
"02/01/2013","625.00","613.00","638.10","602.40","223.83K","2.01%"
"01/01/2013","612.70","595.00","617.60","577.30","144.78K","3.87%"
"12/01/2012","589.90","596.80","603.60","568.40","147.51K","-0.71%"
