"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2013","3.0836","3.0390","3.2265","3.0200","66.73K","0.19%"
"02/01/2013","3.0779","3.1955","3.3444","3.0720","55.40K","-3.24%"
"01/01/2013","3.1809","2.8027","3.1823","2.7203","60.79K","15.10%"
"12/01/2012","2.7636","2.7375","2.8043","2.6025","39.84K","1.20%"
"11/01/2012","2.7309","2.6116","2.7461","2.5533","40.67K","4.95%"
"10/01/2012","2.6022","2.8042","2.8568","2.5622","43.46K","-6.80%"
"09/01/2012","2.7920","2.8766","2.9607","2.7132","54.82K","-3.21%"
"08/01/2012","2.8845","2.6313","2.9880","2.6206","45.19K","11.66%"
"07/01/2012","2.5834","2.5288","2.8460","2.5142","56.10K","1.01%"
"06/01/2012","2.5575","2.5976","2.6611","2.4565","60.88K","-4.13%"
"05/01/2012","2.6676","3.0383","3.0500","2.6651","54.77K","-13.51%"
"04/01/2012","3.0842","3.3131","3.3365","3.0755","70.95K","-5.08%"
"03/01/2012","3.2493","3.2661","3.4103","3.2159","51.83K","-0.04%"
"02/01/2012","3.2507","3.0149","3.3244","3.0149","25.76K","8.20%"
"01/01/2012","3.0043","2.7007","2.9974","2.7007","23.02K","13.05%"
