"Date","Price","Open","High","Low","Vol.","Change %"
"06/01/2020","96.28","99.00","99.97","93.58","430.07K","-3.33%"
"05/01/2020","99.60","92.58","101.90","91.20","478.28K","15.88%"
"04/01/2020","85.95","89.08","90.58","76.60","473.88K","-6.66%"
"03/01/2020","92.08","102.00","105.92","85.25","713.05K","-14.41%"
"02/01/2020","107.58","119.67","121.80","107.47","580.21K","-10.10%"
"01/01/2020","119.67","127.15","128.30","119.25","549.69K","-4.96%"
"12/01/2019","125.92","126.00","127.90","123.80","418.59K","-0.22%"
"11/01/2019","126.20","122.35","127.15","122.22","526.08K","7.66%"
"10/01/2019","117.22","110.33","118.60","109.20","476.45K","6.27%"
"09/01/2019","110.30","103.83","110.75","98.20","551.23K","11.50%"
"08/01/2019","98.92","107.80","109.72","97.78","546.51K","-8.11%"
"07/01/2019","107.65","106.40","110.60","105.05","468.93K","3.16%"
"06/01/2019","104.35","103.33","107.17","101.97","462.37K","1.23%"
"05/01/2019","103.08","111.90","112.00","102.30","605.56K","-9.78%"
"04/01/2019","114.25","119.15","122.97","114.10","597.15K","-3.99%"
"03/01/2019","119.00","120.15","124.90","117.92","599.89K","-8.36%"
"02/01/2019","129.85","126.03","130.10","125.75","460.62K","2.81%"
"01/01/2019","126.30","126.35","129.47","123.50","593.03K","1.95%"
"12/01/2018","123.88","121.30","124.95","119.83","462.59K","2.80%"
"11/01/2018","120.50","122.30","122.90","116.67","486.54K","3.04%"
"10/01/2018","116.95","119.08","119.75","116.03","599.59K","-1.60%"
"09/01/2018","118.85","113.00","119.08","112.50","499.84K","9.26%"
"08/01/2018","108.78","109.30","112.15","106.20","531.96K","-0.48%"
"07/01/2018","109.30","110.25","112.25","105.47","506.28K","2.42%"
"06/01/2018","106.72","104.00","107.62","100.40","536.56K","2.66%"
"05/01/2018","103.95","104.67","106.55","98.10","618.19K","-2.03%"
"04/01/2018","106.10","102.35","107.83","97.08","618.81K","3.43%"
"03/01/2018","102.58","115.75","116.47","102.58","560.61K","-16.79%"
"02/01/2018","123.28","123.50","127.95","122.80","479.62K","0.29%"
"01/01/2018","122.92","123.00","126.30","118.05","560.05K","1.13%"
"12/01/2017","121.55","125.05","125.05","117.58","456.15K","-2.74%"
"11/01/2017","124.97","129.50","131.95","122.65","536.10K","-0.52%"
"10/01/2017","125.62","115.20","125.90","112.90","541.43K","9.00%"
"09/01/2017","115.25","109.20","117.72","108.88","447.31K","9.35%"
"08/01/2017","105.40","112.15","115.60","104.20","546.36K","-5.85%"
"07/01/2017","111.95","115.12","119.30","111.25","522.52K","-3.74%"
"06/01/2017","116.30","121.97","127.65","113.40","550.79K","-4.44%"
"05/01/2017","121.70","120.30","127.50","116.78","749.00K","-1.88%"
"04/01/2017","124.03","110.88","124.22","108.67","569.93K","11.86%"
"03/01/2017","110.88","107.80","114.20","105.38","518.03K","-5.97%"
"02/01/2017","117.92","113.83","118.22","112.08","441.22K","3.28%"
"01/01/2017","114.17","114.78","120.33","113.22","479.77K","-1.62%"
"12/01/2016","116.05","112.78","118.50","108.17","508.54K","3.66%"
"11/01/2016","111.95","104.28","112.53","101.45","437.04K","8.34%"
"10/01/2016","103.33","100.25","105.95","96.10","472.50K","3.21%"
"09/01/2016","100.12","108.22","108.90","100.12","489.02K","-6.06%"
"08/01/2016","106.58","112.58","116.35","103.78","484.17K","-4.60%"
"07/01/2016","111.72","114.55","115.28","105.25","366.14K","-2.71%"
"06/01/2016","114.83","118.00","119.42","109.58","415.12K","-2.73%"
"05/01/2016","118.05","112.62","120.67","111.45","429.67K","2.72%"
"04/01/2016","114.92","124.05","124.90","113.90","508.56K","-7.34%"
"03/01/2016","124.03","125.72","131.35","122.28","444.06K","-9.45%"
"02/01/2016","136.97","134.47","138.40","128.60","436.70K","2.22%"
"01/01/2016","134.00","136.90","138.55","127.15","419.10K","-2.05%"
"12/01/2015","136.80","131.82","137.88","121.97","521.02K","3.36%"
"11/01/2015","132.35","143.00","144.05","127.70","387.97K","-6.61%"
"10/01/2015","141.72","131.00","144.72","128.10","611.37K","8.24%"
"09/01/2015","130.93","144.97","146.70","129.80","539.74K","-8.57%"
"08/01/2015","143.20","147.38","149.80","139.65","422.73K","-1.87%"
"07/01/2015","145.93","151.00","154.47","143.30","402.74K","-1.45%"
"06/01/2015","148.07","151.35","154.40","147.85","476.98K","-2.12%"
"05/01/2015","151.28","147.90","153.40","146.90","382.17K","1.06%"
"04/01/2015","149.70","152.40","154.68","145.18","500.77K","-1.72%"
"03/01/2015","152.32","144.25","153.60","142.60","423.35K","0.41%"
"02/01/2015","151.70","151.38","154.55","145.30","435.71K","-0.38%"
"01/01/2015","152.28","163.88","166.00","146.65","465.07K","-6.89%"
"12/01/2014","163.55","169.20","170.93","155.10","465.44K","-3.35%"
"11/01/2014","169.22","165.90","172.75","165.55","344.38K","1.91%"
"10/01/2014","166.05","163.35","170.00","161.80","530.20K","1.58%"
"09/01/2014","163.47","154.18","165.07","154.18","502.43K","7.95%"
"08/01/2014","151.43","156.80","157.25","144.22","456.32K","-3.74%"
"07/01/2014","157.32","153.55","160.75","149.45","519.52K","4.83%"
"06/01/2014","150.07","138.50","153.03","138.45","491.41K","8.28%"
"05/01/2014","138.60","136.05","140.90","135.95","430.04K","1.02%"
"04/01/2014","137.20","137.25","137.72","133.93","388.82K","-0.22%"
"03/01/2014","137.50","134.53","139.00","133.90","496.40K","-5.15%"
"02/01/2014","144.97","140.18","145.97","138.60","453.49K","3.23%"
"01/01/2014","140.43","135.40","143.20","135.38","519.46K","4.32%"
"12/01/2013","134.62","134.38","135.60","132.10","354.54K","0.28%"
"11/01/2013","134.25","134.25","134.97","131.25","360.66K","1.15%"
"10/01/2013","132.72","131.75","134.70","131.32","484.17K","0.57%"
"09/01/2013","131.97","130.43","132.25","127.95","387.77K","4.08%"
"08/01/2013","126.80","125.47","129.10","124.10","424.30K","1.06%"
"07/01/2013","125.47","125.70","126.97","124.53","377.37K","2.82%"
"06/01/2013","122.03","120.20","123.12","118.03","404.55K","1.31%"
"05/01/2013","120.45","122.83","124.12","117.83","421.05K","-1.19%"
"04/01/2013","121.90","124.33","124.55","119.38","479.17K","-1.99%"
"03/01/2013","124.38","125.42","125.95","120.10","394.66K","-4.21%"
"02/01/2013","129.85","132.60","133.20","127.38","547.79K","-2.22%"
"01/01/2013","132.80","136.90","137.75","129.35","559.25K","0.38%"
"12/01/2012","132.30","130.38","134.50","129.78","436.53K","1.46%"
"11/01/2012","130.40","129.47","132.93","128.15","419.18K","3.56%"
"10/01/2012","125.92","124.70","128.32","124.33","461.14K","0.98%"
"09/01/2012","124.70","128.60","131.32","123.95","449.40K","-1.06%"
"08/01/2012","126.03","124.65","127.22","123.35","488.53K","1.31%"
"07/01/2012","124.40","123.67","126.47","119.60","464.69K","3.28%"
"06/01/2012","120.45","119.10","121.22","115.33","486.28K","1.30%"
"05/01/2012","118.90","116.17","122.42","115.20","485.02K","4.16%"
"04/01/2012","114.15","116.40","117.85","111.17","542.37K","-1.72%"
"03/01/2012","116.15","127.17","128.30","116.10","540.37K","-10.48%"
"02/01/2012","129.75","128.68","131.50","126.62","441.67K","0.92%"
"01/01/2012","128.57","125.97","129.68","124.15","401.17K","5.86%"
"12/01/2011","121.45","123.80","124.67","116.85","402.93K","-1.74%"
"11/01/2011","123.60","121.53","126.50","120.17","411.68K","4.22%"
"10/01/2011","118.60","122.65","124.47","118.15","528.35K","-3.30%"
"09/01/2011","122.65","115.80","122.90","115.30","521.04K","7.56%"
"08/01/2011","114.03","117.55","121.08","113.45","469.19K","-2.81%"
"07/01/2011","117.33","116.60","121.80","114.20","403.29K","5.82%"
