"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/2021","2.978","2.666","3.024","2.534","1.46M","11.66%"
"03/01/2021","2.667","2.830","2.916","2.459","1.63M","-5.06%"
"02/01/2021","2.809","2.730","3.060","2.722","2.49M","8.37%"
"01/01/2021","2.592","2.601","2.835","2.425","1.89M","2.61%"
"12/01/2020","2.526","2.913","2.950","2.263","1.71M","-11.83%"
"11/01/2020","2.865","3.490","3.505","2.656","1.73M","-17.41%"
"10/01/2020","3.469","3.133","3.507","2.922","2.07M","11.29%"
"09/01/2020","3.117","2.918","3.267","2.496","2.42M","6.75%"
"08/01/2020","2.920","2.009","2.973","2.003","2.38M","49.21%"
"07/01/2020","1.957","1.792","2.079","1.646","2.21M","9.39%"
"06/01/2020","1.789","1.905","1.960","1.517","2.32M","-7.78%"
"05/01/2020","1.940","2.161","2.364","1.822","2.62M","-10.60%"
"04/01/2020","2.170","1.753","2.198","1.649","2.73M","23.58%"
"03/01/2020","1.756","1.739","2.044","1.587","2.88M","1.39%"
"02/01/2020","1.732","1.895","2.024","1.694","3.28M","-8.17%"
"01/01/2020","1.886","2.152","2.204","1.826","3.31M","-12.60%"
"12/01/2019","2.158","2.310","2.468","2.126","2.39M","-4.60%"
"11/01/2019","2.262","2.738","2.980","2.253","2.61M","-17.20%"
"10/01/2019","2.732","2.503","2.826","2.388","2.92M","9.11%"
"09/01/2019","2.504","2.337","2.745","2.311","2.56M","7.75%"
"08/01/2019","2.324","2.257","2.356","2.045","2.51M","3.29%"
"07/01/2019","2.250","2.300","2.476","2.101","2.34M","-1.40%"
"06/01/2019","2.282","2.445","2.479","2.134","1.98M","-7.24%"
"05/01/2019","2.460","2.613","2.731","2.454","1.89M","-6.00%"
"04/01/2019","2.617","2.715","2.774","2.477","1.77M","-3.54%"
"03/01/2019","2.713","2.815","2.897","2.690","1.53M","-3.90%"
"02/01/2019","2.823","2.789","2.849","2.565","1.90M","2.10%"
"01/01/2019","2.765","2.844","3.406","2.760","2.46M","-3.02%"
"12/01/2018","2.851","4.310","4.533","2.841","1.82M","-35.48%"
"11/01/2018","4.419","3.324","4.964","3.203","3.39M","33.83%"
"10/01/2018","3.302","3.094","3.409","3.085","2.57M","6.83%"
"09/01/2018","3.091","2.926","3.186","2.747","2.35M","5.17%"
"08/01/2018","2.939","2.794","2.979","2.751","1.90M","5.04%"
"07/01/2018","2.798","2.895","2.896","2.671","1.68M","-3.55%"
"06/01/2018","2.901","2.965","3.043","2.883","1.68M","-2.16%"
"05/01/2018","2.965","2.800","3.000","2.722","1.95M","5.89%"
"04/01/2018","2.800","2.777","2.868","2.660","1.90M","0.79%"
"03/01/2018","2.778","2.701","2.831","2.610","1.77M","3.04%"
"02/01/2018","2.696","2.840","2.849","2.565","2.15M","-5.73%"
"01/01/2018","2.860","2.972","3.197","2.693","3.86M","-1.58%"
"12/01/2017","2.906","3.035","3.124","2.562","2.37M","-4.16%"
"11/01/2017","3.032","3.034","3.321","2.903","2.56M","0.20%"
"10/01/2017","3.026","3.188","3.199","2.946","2.52M","-4.87%"
"09/01/2017","3.181","3.086","3.239","2.957","1.94M","2.55%"
"08/01/2017","3.102","2.849","3.108","2.799","1.95M","9.46%"
"07/01/2017","2.834","2.953","3.101","2.826","1.78M","-6.50%"
"06/01/2017","3.031","3.116","3.161","2.875","1.91M","-2.51%"
"05/01/2017","3.109","3.326","3.506","3.100","2.15M","-7.28%"
"04/01/2017","3.353","3.277","3.422","3.125","1.70M","3.04%"
"03/01/2017","3.254","2.867","3.304","2.836","2.14M","13.38%"
"02/01/2017","2.870","3.170","3.263","2.641","2.09M","-9.32%"
"01/01/2017","3.165","3.536","3.536","3.110","2.10M","-14.09%"
"12/01/2016","3.684","3.355","3.902","3.290","1.76M","9.68%"
"11/01/2016","3.359","3.159","3.392","2.722","2.10M","5.13%"
"10/01/2016","3.195","3.137","3.556","2.972","2.44M","2.01%"
"09/01/2016","3.132","2.995","3.218","2.802","1.83M","4.30%"
"08/01/2016","3.003","2.870","3.055","2.580","2.06M","2.95%"
"07/01/2016","2.917","2.922","2.990","2.591","1.64M","-0.03%"
"06/01/2016","2.918","2.383","2.964","2.375","1.78M","22.45%"
"05/01/2016","2.383","2.272","2.397","2.080","1.82M","2.63%"
"04/01/2016","2.322","2.056","2.342","1.972","1.95M","13.05%"
"03/01/2016","2.054","1.802","2.132","1.731","1.86M","13.61%"
"02/01/2016","1.808","2.259","2.279","1.747","1.70M","-22.47%"
"01/01/2016","2.332","2.389","2.493","2.080","1.67M","-1.31%"
"12/01/2015","2.363","2.295","2.402","1.802","1.77M","3.19%"
"11/01/2015","2.290","2.436","2.600","2.228","1.76M","-8.03%"
"10/01/2015","2.490","2.700","2.780","2.263","1.92M","-7.81%"
"09/01/2015","2.701","2.758","2.859","2.592","1.51M","-2.17%"
"08/01/2015","2.761","2.760","2.959","2.641","1.61M","0.44%"
"07/01/2015","2.749","2.842","2.957","2.656","1.58M","-3.27%"
"06/01/2015","2.842","2.634","2.977","2.588","1.70M","6.64%"
"05/01/2015","2.665","2.783","3.150","2.656","1.58M","-4.89%"
"04/01/2015","2.802","2.687","2.850","2.481","1.44M","4.12%"
"03/01/2015","2.691","2.732","2.949","2.616","1.56M","-2.89%"
"02/01/2015","2.771","2.649","3.045","2.589","1.80M","3.13%"
"01/01/2015","2.687","2.850","3.299","2.640","1.96M","-7.22%"
"12/01/2014","2.896","3.974","4.040","2.891","1.32M","-29.11%"
"11/01/2014","4.085","4.078","4.689","4.044","1.96M","3.18%"
"10/01/2014","3.959","4.192","4.246","3.620","1.35M","-5.51%"
"09/01/2014","4.190","4.104","4.242","3.812","1.33M","1.80%"
"08/01/2014","4.116","3.858","4.163","3.760","1.30M","6.44%"
"07/01/2014","3.867","4.420","4.467","3.725","1.21M","-12.91%"
"06/01/2014","4.440","4.530","4.893","4.357","1.20M","-1.86%"
"05/01/2014","4.524","4.821","4.851","4.297","1.21M","-6.59%"
"04/01/2014","4.843","4.405","4.877","4.254","1.08M","9.97%"
"03/01/2014","4.404","4.590","4.669","4.256","1.27M","-3.21%"
"02/01/2014","4.550","4.420","5.209","4.382","2.26M","2.16%"
"01/01/2014","4.454","4.193","5.486","3.936","2.59M","6.22%"
"12/01/2013","4.193","3.916","4.578","3.902","1.54M","5.96%"
"11/01/2013","3.957","3.649","3.963","3.465","1.50M","8.03%"
"10/01/2013","3.663","3.724","4.000","3.610","1.55M","-1.77%"
"09/01/2013","3.729","3.718","3.892","3.450","1.48M","1.22%"
"08/01/2013","3.684","3.477","3.757","3.154","1.60M","6.14%"
"07/01/2013","3.471","3.547","3.833","3.427","1.26M","-2.47%"
"06/01/2013","3.559","3.980","4.056","3.522","1.28M","-11.09%"
"05/01/2013","4.003","4.394","4.499","3.933","1.37M","-8.90%"
"04/01/2013","4.394","4.000","4.457","3.911","1.63M","8.07%"
"03/01/2013","4.066","3.535","4.160","3.459","1.71M","15.15%"
"02/01/2013","3.531","3.379","3.600","3.191","1.56M","4.10%"
"01/01/2013","3.392","3.361","3.646","3.100","1.77M","0.80%"
"12/01/2012","3.365","3.584","3.765","3.316","1.21M","-6.11%"
"11/01/2012","3.584","3.796","4.060","3.570","1.52M","-6.18%"
"10/01/2012","3.820","3.627","3.970","3.609","1.91M","5.67%"
"09/01/2012","3.615","2.960","3.627","2.802","1.70M","22.00%"
"08/01/2012","2.963","3.221","3.239","2.610","2.02M","-7.75%"
"07/01/2012","3.212","2.800","3.281","2.706","1.71M","13.38%"
"06/01/2012","2.833","2.461","2.975","2.215","1.68M","14.19%"
