Dates,SPGSCI Index,CO1 Comdty,QS1 Comdty,XB1 Comdty,HO1 Comdty,NG1 Comdty,PN1 Comdty,CL1 Comdty,RS1 Comdty,C 1 Comdty,O 1 Comdty,RR1 Comdty,SM1 Comdty,BO1 Comdty,S 1 Comdty,W 1 Comdty,FC1 Comdty,LH1 Comdty,LC1 Comdty,PB1 Comdty,LA1 Comdty,HG1 Comdty,GC1 Comdty,LL1 Comdty,LN1 Comdty,PA1 Comdty,PL1 Comdty,SI1 Comdty,LT1 Comdty,LX1 Comdty,CC1 Comdty,KC1 Comdty,CT1 Comdty,DL1 Comdty,LB1 Comdty,DA1 Comdty,JO1 Comdty,JN1 Comdty,SB1 Comdty
2013-03-25,649.03,108.17,900.75,306.26,287.72,3.865,98.69,94.81,627.8,733.25,401.0,14.925,417.8,50.44,1437.25,727.25,134.725,78.475,126.45,121.0,1906.25,343.5,1604.5,2166.0,16925.5,755.55,1582.9,28.785,23164.0,1924.75,2130,135.6,86.59,2.54,382.5,17.01,139.4,263.1,17.97
2013-03-26,654.54,109.36,902.0,311.06,288.13,3.976,98.69,96.34,631.4,730.25,399.75,14.995,420.2,50.82,1447.75,731.5,134.85,79.5,125.95,121.0,1885.5,343.25,1595.7,2114.25,16729.5,759.6,1566.0,28.644,23113.0,1882.0,2146,137.6,88.04,2.537,384.2,17.06,138.95,263.5,17.78
2013-03-27,657.78,109.69,910.75,311.55,291.54,4.068,98.69,96.58,638.0,735.25,412.5,15.33,423.1,50.82,1453.75,736.75,135.275,80.075,127.35,121.0,1893.5,344.35,1606.2,2102.75,16797.0,768.3,1579.8,28.612,22965.0,1885.0,2150,136.6,88.53,2.583,381.2,17.05,137.0,267.4,17.85
2013-03-28,655.05,110.02,915.5,310.54,291.52,4.024,98.69,97.23,625.5,695.25,396.25,15.36,404.6,50.11,1404.75,687.75,135.525,80.6,128.9,121.0,1882.5,340.2,1594.8,2096.75,16602.5,768.25,1571.2,28.323,23200.0,1871.25,2170,137.15,88.46,2.451,391.2,16.97,135.15,260.4,17.66
2013-03-29,655.05,110.02,915.5,310.54,291.52,4.024,98.69,97.23,625.5,695.25,396.25,15.36,404.6,50.11,1404.75,687.75,135.525,80.6,128.9,121.0,1882.5,340.2,1594.8,2096.75,16602.5,768.25,1571.2,28.323,23200.0,1871.25,2170,137.15,88.46,2.451,391.2,16.97,135.15,260.8,17.66
2013-04-01,653.1,111.08,919.0,310.15,306.87,4.015,98.69,97.07,620.1,642.25,376.25,15.265,398.5,50.06,1390.75,664.0,145.525,81.3,128.75,121.0,1882.5,337.45,1600.0,2096.75,16602.5,783.95,1596.4,27.944,23200.0,1871.25,2184,138.4,87.39,2.361,385.8,16.97,133.95,252.0,17.69
2013-04-02,651.87,110.69,929.5,304.08,308.74,3.969,98.69,97.19,624.4,640.5,367.5,15.765,402.1,49.59,1394.0,670.75,144.725,80.95,127.425,121.0,1857.75,337.85,1575.1,2033.25,16319.0,769.4,1571.8,27.248,22972.0,1824.0,2171,136.15,88.87,2.388,375.9,16.95,139.55,246.0,17.59
2013-04-03,638.67,107.11,912.75,291.4,300.2,3.9,98.69,94.45,620.4,641.5,362.0,15.65,398.0,49.15,1380.25,696.5,144.55,81.325,127.975,121.0,1845.75,333.3,1552.8,2031.0,16043.5,755.45,1539.8,26.797,22672.0,1827.5,2150,139.45,89.22,2.432,376.3,17.42,139.45,246.1,17.5
2013-04-04,633.0,106.34,888.0,289.87,296.36,3.947,98.69,93.26,610.8,630.0,359.0,15.665,397.1,48.55,1372.0,694.0,143.9,81.425,127.25,121.0,1860.75,335.15,1551.8,2052.0,16033.5,725.45,1516.7,26.767,22736.0,1859.5,2141,139.5,88.33,2.423,379.8,17.45,140.8,246.0,17.67
2013-04-05,628.26,104.12,880.0,286.36,290.98,4.125,98.69,92.7,611.2,629.0,359.5,15.495,391.8,48.83,1361.75,699.0,142.575,80.025,126.025,121.0,1854.75,334.4,1575.4,2022.0,15884.5,723.9,1534.4,27.22,22868.0,1854.75,2132,140.15,86.79,2.417,374.1,17.52,147.75,242.0,17.65
2013-04-08,632.31,104.66,880.75,290.93,295.37,4.082,98.69,93.36,618.2,633.5,363.75,15.58,393.3,49.52,1378.0,712.5,142.75,80.525,126.275,121.0,1856.75,337.1,1572.0,2035.0,15983.5,729.8,1535.9,27.138,22895.0,1862.25,2185,135.9,85.38,2.457,377.2,17.6,145.45,256.8,17.7
2013-04-09,637.09,106.23,878.5,294.24,296.13,4.017,98.69,94.2,619.3,644.25,367.5,15.705,394.8,49.98,1395.5,708.75,142.625,80.725,126.725,121.0,1886.5,344.15,1586.2,2067.0,16138.5,733.0,1552.0,27.881,22934.0,1890.0,2219,135.4,84.64,2.499,375.4,17.54,147.65,263.1,17.72
2013-04-10,636.03,105.79,885.0,286.51,294.79,4.085,98.69,94.64,623.1,649.0,369.25,15.675,392.9,50.03,1392.75,696.75,140.5,81.225,125.275,121.0,1877.75,341.8,1558.3,2067.0,15984.0,720.85,1529.2,27.653,22837.5,1877.75,2214,136.05,85.37,2.423,372.2,17.52,146.4,262.8,17.9
2013-04-11,631.61,104.27,885.0,283.1,289.91,4.139,98.69,93.51,625.3,651.25,373.75,15.765,395.0,49.77,1402.0,697.75,139.225,81.6,125.575,121.0,1865.5,343.35,1564.3,2059.75,16202.0,733.35,1535.2,27.697,22810.0,1879.0,2234,136.8,84.66,2.448,373.6,17.59,142.95,265.2,17.84
2013-04-12,623.16,103.11,856.0,280.18,287.18,4.222,98.69,91.29,625.4,658.5,380.5,15.82,400.2,49.23,1413.0,714.75,137.925,82.225,125.85,121.0,1819.25,335.0,1501.0,2025.75,15784.0,709.1,1495.3,26.331,21961.0,1840.0,2261,135.25,85.58,2.422,371.4,17.58,144.0,265.0,18.03
2013-04-15,608.83,100.39,847.25,275.76,282.92,4.137,98.69,88.71,619.6,646.75,368.5,15.44,393.3,48.18,1395.0,693.75,136.6,86.275,125.05,121.0,1832.25,327.3,1360.6,2009.0,15625.0,667.0,1424.2,23.361,20997.0,1832.75,2243,134.45,84.33,2.371,362.4,17.61,149.1,248.0,17.79
2013-04-16,609.91,99.91,835.75,278.18,280.65,4.16,98.69,88.72,622.5,663.25,374.75,15.605,401.3,48.98,1411.5,703.5,136.95,86.8,125.375,121.0,1897.0,330.55,1386.8,2052.25,15654.0,678.2,1450.0,23.628,21091.0,1873.5,2294,135.85,83.35,2.404,366.9,17.64,148.15,244.0,18.01
2013-04-17,600.97,97.69,825.25,272.9,273.46,4.214,98.69,86.68,626.5,660.5,386.5,15.53,407.3,49.39,1422.25,703.75,136.525,88.125,126.875,121.0,1879.25,318.75,1382.2,2008.75,15374.0,661.4,1434.8,23.307,20369.0,1854.0,2299,136.1,84.65,2.458,362.8,17.66,148.45,239.1,17.85
2013-04-18,606.01,99.13,828.25,275.55,277.91,4.401,98.69,87.73,634.9,644.5,388.5,15.375,411.0,49.66,1430.5,702.75,134.45,87.95,126.2,121.0,1896.5,320.45,1392.0,2001.0,15499.5,669.8,1428.4,23.245,20565.0,1865.75,2310,138.9,83.48,2.46,360.9,17.65,146.1,233.0,17.69
2013-04-19,607.5,99.65,832.5,277.24,278.76,4.408,98.69,88.01,640.0,652.0,392.0,15.23,412.4,49.16,1428.25,709.0,134.025,87.85,126.35,121.0,1871.0,314.85,1395.3,2007.75,15117.0,677.05,1423.3,22.96,20730.0,1861.75,2319,141.65,83.48,2.488,360.6,17.62,147.2,240.2,17.97
2013-04-22,609.1,100.39,836.75,276.94,280.94,4.267,98.69,88.76,637.0,645.75,400.5,15.105,410.0,48.62,1417.25,702.25,133.625,87.575,125.975,121.0,1876.0,313.1,1421.0,1997.75,15244.0,681.9,1435.8,23.324,20769.0,1855.25,2299,142.5,84.33,2.459,357.1,17.62,143.25,243.3,17.87
2013-04-23,607.11,100.31,839.5,271.9,281.17,4.238,98.69,89.18,639.6,638.5,397.0,15.065,411.7,48.57,1419.75,697.5,133.75,87.825,126.2,121.0,1878.25,309.3,1408.6,2002.75,15073.5,673.35,1416.8,22.817,20522.0,1852.75,2316,137.55,82.68,2.43,356.5,17.59,141.75,241.3,17.74
2013-04-24,614.65,101.73,847.5,274.74,284.13,4.166,98.69,91.43,637.6,639.5,390.25,14.905,405.9,49.18,1404.0,691.75,133.75,88.6,126.925,121.0,1890.5,315.7,1423.4,2032.75,15214.0,667.65,1429.8,22.833,20867.0,1893.5,2322,138.4,81.1,2.435,354.2,17.59,144.35,247.5,17.4
2013-04-25,625.15,103.41,857.5,281.18,290.17,4.167,98.69,93.64,636.3,645.25,394.5,14.855,414.3,49.77,1423.5,701.25,134.025,88.975,127.6,121.0,1920.25,323.7,1461.8,2062.75,15357.0,681.4,1462.8,24.14,21093.0,1910.5,2359,137.2,81.33,2.453,352.5,17.6,144.55,250.0,17.41
2013-04-26,622.29,103.16,858.75,283.49,290.12,4.152,98.69,93.0,634.1,644.0,390.75,14.8,417.9,49.66,1430.75,688.75,141.8,89.35,127.85,121.0,1852.75,318.45,1453.6,2021.75,15146.0,681.95,1475.2,23.758,20742.0,1869.0,2364,133.9,82.25,2.459,353.0,17.62,140.35,247.0,17.36
