Dates,SPGSCI Index,CO1 Comdty,QS1 Comdty,XB1 Comdty,HO1 Comdty,NG1 Comdty,PN1 Comdty,CL1 Comdty,RS1 Comdty,C 1 Comdty,O 1 Comdty,RR1 Comdty,SM1 Comdty,BO1 Comdty,S 1 Comdty,W 1 Comdty,FC1 Comdty,LH1 Comdty,LC1 Comdty,PB1 Comdty,LA1 Comdty,HG1 Comdty,GC1 Comdty,LL1 Comdty,LN1 Comdty,PA1 Comdty,PL1 Comdty,SI1 Comdty,LT1 Comdty,LX1 Comdty,CC1 Comdty,KC1 Comdty,CT1 Comdty,DL1 Comdty,LB1 Comdty,DA1 Comdty,JO1 Comdty,JN1 Comdty,SB1 Comdty
2019-08-05,401.8987,59.81,564.75,171.8,183.56,2.07,98.69,54.69,444.8,405.25,265.75,11.43,294.9,27.76,850.25,494.5,140.525,77.85,107.8,121.0,1743.25,254.4,1464.6,1961.0,14893.0,1416.3,857.9,16.393,16925.0,2311.5,2308,95.65,57.91,1.445,358.0,17.44,98.5,192.8,11.82
2019-08-06,397.5225,58.94,559.25,168.73,182.4,2.111,98.69,53.63,448.0,404.0,265.75,11.34,295.1,27.48,847.75,484.0,139.975,77.125,107.125,121.0,1738.25,255.75,1472.4,2001.5,14960.0,1437.0,853.2,16.445,17030.0,2309.5,2252,97.05,58.27,1.428,369.6,17.57,102.9,191.0,11.73
2019-08-07,387.4656,56.23,533.75,162.03,175.32,2.083,98.69,51.09,449.4,406.5,269.0,11.37,293.0,27.96,848.75,488.25,139.55,77.725,107.6,121.0,1722.75,257.1,1507.3,2007.75,14817.0,1410.3,871.0,17.196,16790.0,2258.0,2224,96.9,58.58,1.419,358.0,17.5,101.0,193.2,11.34
2019-08-08,394.2452,57.38,542.75,164.57,177.66,2.128,98.69,52.54,452.2,411.0,274.75,11.355,294.8,28.96,865.0,498.5,139.85,77.35,107.95,121.0,1754.75,260.75,1497.7,2093.5,15856.0,1413.5,867.5,16.936,16885.0,2302.25,2205,97.4,59.54,1.439,363.6,17.54,101.8,193.0,11.43
2019-08-09,399.7301,58.53,555.5,167.4,180.8,2.119,98.69,54.5,454.1,410.25,274.75,11.37,296.7,29.51,873.75,499.5,138.9,79.025,108.05,121.0,1747.5,258.9,1496.6,2076.75,15527.0,1419.3,863.8,16.931,16955.0,2230.0,2195,97.3,59.05,1.442,348.9,17.61,102.3,193.3,11.86
2019-08-12,397.1536,58.57,555.5,166.52,180.58,2.105,98.69,54.93,452.4,385.25,271.75,11.57,291.9,29.64,861.5,471.75,134.4,79.175,105.05,121.0,1743.0,258.5,1505.3,2074.0,15691.0,1430.8,863.7,17.071,16875.0,2273.75,2194,93.75,58.03,1.336,342.8,17.61,98.85,193.3,11.56
2019-08-13,405.5467,61.3,576.0,173.64,187.73,2.147,98.69,57.1,448.9,366.0,271.75,11.455,297.8,29.17,872.0,472.0,127.725,79.0,100.55,121.0,1757.75,263.0,1502.2,2074.75,15923.0,1451.5,859.7,16.985,17155.0,2316.75,2153,96.35,59.34,1.288,354.2,17.6,98.8,190.0,11.72
2019-08-14,398.0671,59.48,561.0,167.58,184.37,2.143,98.69,55.23,450.2,359.0,276.75,11.5,293.0,29.1,861.0,473.75,134.475,79.4,100.2,121.0,1746.75,259.2,1515.9,2046.75,15988.0,1416.4,848.0,17.28,17188.0,2252.5,2143,94.45,59.61,1.255,348.1,17.64,98.8,188.9,11.61
2019-08-15,394.516,58.23,560.0,163.64,181.07,2.232,98.69,54.47,451.2,360.75,274.75,11.32,291.8,29.07,858.0,469.0,135.775,65.0,100.2,121.0,1751.75,259.5,1519.6,2068.5,16288.0,1438.6,842.0,17.214,17190.0,2256.0,2134,94.55,59.66,1.268,354.2,17.64,97.6,181.1,11.63
2019-08-16,395.8841,58.64,559.5,165.68,181.28,2.2,98.69,54.87,452.4,371.0,280.25,11.2,294.9,29.13,867.25,470.75,134.575,62.0,99.925,121.0,1760.0,259.5,1512.5,2038.5,16222.0,1441.3,851.5,17.122,16600.0,2250.0,2111,92.85,60.08,1.303,362.9,17.62,98.8,172.3,11.64
2019-08-19,399.3377,59.74,561.0,166.44,183.31,2.21,98.69,56.21,450.2,365.0,270.25,11.03,292.0,28.68,854.0,465.5,135.675,64.025,100.2,121.0,1763.0,260.15,1500.4,2051.25,15943.0,1474.3,856.8,16.94,16480.0,2250.5,2126,91.15,59.18,1.291,371.9,17.62,94.4,172.5,11.47
2019-08-20,399.8591,60.03,563.5,168.11,185.43,2.218,98.69,56.34,451.4,359.5,272.75,10.98,294.0,28.43,855.75,460.0,136.3,64.975,101.8,121.0,1765.25,257.8,1504.6,2063.5,15883.5,1489.7,852.8,17.148,16510.0,2226.5,2149,91.45,59.17,1.302,366.2,17.61,95.7,171.8,11.44
