,Open,High,Low,Close,Volume,Dividends,Stock Splits,Repaired?,MOM_vol_adj,Skewness,Volatility,Liquidity,Market_Cap
2015-08-05,13.0600004196167,13.3100004196167,10.399999618530272,10.770000457763672,14096900,0.0,0.0,False,,,,,
2015-08-06,11.0,11.199999809265137,8.229999542236328,8.770000457763672,3570400,0.0,0.0,False,,,,,
2015-08-07,9.1899995803833,10.199999809265137,8.770000457763672,10.140000343322754,1623800,0.0,0.0,False,,,,,
2015-08-10,10.729999542236328,10.729999542236328,10.0,10.119999885559082,435900,0.0,0.0,False,,,,,
2015-08-11,10.0,10.029999732971191,9.5,9.789999961853027,349700,0.0,0.0,False,,,,,
2015-08-12,9.68000030517578,10.399999618530272,9.652999877929688,10.350000381469728,498200,0.0,0.0,False,,,,,
2015-08-13,10.06999969482422,10.338000297546388,10.050000190734863,10.119999885559082,397500,0.0,0.0,False,,,,,
2015-08-14,10.010000228881836,10.170000076293944,9.729999542236328,10.039999961853027,410600,0.0,0.0,False,,,,,
2015-08-17,10.039999961853027,10.260000228881836,9.960000038146973,10.130000114440918,346000,0.0,0.0,False,,,,,
2015-08-18,10.0,10.34000015258789,10.0,10.239999771118164,277700,0.0,0.0,False,,,,,
2015-08-19,10.300000190734863,11.029999732971191,10.17300033569336,10.729999542236328,573000,0.0,0.0,False,-0.04331329291187342,,,,
2015-08-20,10.550000190734863,10.739999771118164,10.0,10.520000457763672,321400,0.0,0.0,False,3.5587421462670608,,,,
2015-08-21,10.199999809265137,10.5600004196167,9.8100004196167,9.899999618530272,394900,0.0,0.0,False,-0.6707548218891956,,,,
2015-08-24,9.390000343322754,9.390000343322754,8.5,9.15999984741211,1052300,0.0,0.0,False,-2.250328043335268,,,,
2015-08-25,9.68000030517578,10.210000038146973,9.649999618530272,9.899999618530272,834000,0.0,0.0,False,0.22604499545981732,,,,
2015-08-26,10.029999732971191,10.800000190734863,9.989999771118164,10.779999732971191,791000,0.0,0.0,False,0.7638523330983099,,,,
2015-08-27,10.90999984741211,11.140000343322754,10.829999923706056,11.0,569400,0.0,0.0,False,1.620804759432999,,,,
2015-08-28,11.18000030517578,11.850000381469728,10.949999809265137,11.619999885559082,450500,0.0,0.0,False,2.85396465847881,,,,
2015-08-31,11.859999656677246,12.239999771118164,11.399999618530272,11.880000114440918,617300,0.0,0.0,False,3.13462387740219,,,,
2015-09-01,11.489999771118164,12.0,11.25,11.859999656677246,745700,0.0,0.0,False,2.854642697691687,,,,
2015-09-02,12.0,12.149999618530272,10.5,11.59000015258789,510100,0.0,0.0,False,1.4458563454611337,,,,
2015-09-03,11.479999542236328,11.899999618530272,11.100000381469728,11.640000343322754,219800,0.0,0.0,False,1.9510197573402044,,,,
2015-09-04,11.5600004196167,11.630000114440918,11.029999732971191,11.5600004196167,171500,0.0,0.0,False,3.3988065197917448,,,,
2015-09-08,12.0,12.0,10.90999984741211,11.550000190734863,709000,0.0,0.0,False,6.7863759205182195,,,,
2015-09-09,11.75,11.899999618530272,11.149999618530272,11.390000343322754,334800,0.0,0.0,False,4.378452933903827,,,,
2015-09-10,11.4399995803833,11.869999885559082,11.4399995803833,11.6899995803833,368600,0.0,0.0,False,3.630516349193457,,,,
2015-09-11,11.5,11.6899995803833,11.25,11.5,427300,0.0,0.0,False,1.8922646954169866,,,,
2015-09-14,11.40999984741211,11.510000228881836,10.9399995803833,11.25,405500,0.0,0.0,False,-1.86815428137591,,,,
2015-09-15,11.18000030517578,11.494999885559082,11.0,11.489999771118164,346700,0.0,0.0,False,-1.9455273790061007,,,,
