,Open,High,Low,Close,Volume,Dividends,Stock Splits,Repaired?,MOM_vol_adj,Skewness,Volatility,Liquidity,Market_Cap
2010-09-07,20.7302555247146,20.7302555247146,20.521621100163483,20.550596237182617,26548250,0.0,0.0,False,,,,,
2010-09-08,20.48684769771627,20.86355229889576,20.48105313342849,20.753437042236328,23207750,0.0,0.0,False,,,,,
2010-09-09,20.857747967124062,20.996838312436964,20.74184050447905,20.90990829467773,12119596,0.0,0.0,False,,,,,
2010-09-10,20.94467914129075,21.275017824268865,20.93308770059906,21.2402458190918,11760656,0.0,0.0,False,,,,,
2010-09-13,21.44522173483335,21.44522173483335,21.082140883942586,21.210975646972656,11453173,0.362595,0.0,False,,,,,
2010-09-14,21.14070064470725,21.492070946996478,21.11727720651369,21.386659622192383,13468058,0.0,0.0,False,,,,,
2010-09-15,21.386659336066398,21.59162436750409,21.22268824738552,21.38080406188965,12042882,0.0,0.0,False,,,,,
2010-09-16,21.369092093692284,21.43936475153584,21.19926338233929,21.333955764770508,9526006,0.0,0.0,False,,,,,
2010-09-17,21.37493857433321,21.57404825826378,21.17583123157499,21.2753849029541,17186571,0.0,0.0,False,,,,,
2010-09-20,21.29295373285017,21.45692476632191,21.21682348831957,21.398365020751957,11028942,0.0,0.0,False,,,,,
2010-09-21,21.398367159205502,21.63261318841203,21.29881113355982,21.5037784576416,12841039,0.0,0.0,False,7.58624416296008,,,,
2010-09-22,21.49793139708164,21.69704120494399,21.451082168241893,21.644336700439453,12992790,0.0,0.0,False,7.302296202663865,,,,
2010-09-23,21.47450271123392,21.661899580848537,21.386659550662102,21.468645095825195,11111525,0.0,0.0,False,3.8751266175603107,,,,
2010-09-24,21.5623346628654,21.89613666281965,21.509630192901582,21.86685562133789,12195052,0.0,0.0,False,3.9305466018946547,,,,
2010-09-27,21.9078561299629,21.948850072969435,21.743885040283203,21.743885040283203,11592766,0.0,0.0,False,3.1854605285011277,,,,
2010-09-28,21.837573717948477,21.948840266484225,21.67945797312545,21.81414794921875,13333285,0.0,0.0,False,2.618279347197191,,,,
2010-09-29,21.726318930448542,21.820017373744555,21.58577126550453,21.73802947998047,9904858,0.0,0.0,False,2.1401671572744063,,,,
2010-09-30,21.79073026559461,22.007408148185032,21.45692819082655,21.55648422241211,14353408,0.0,0.0,False,1.2462853495971018,,,,
2010-10-01,21.52721018178197,21.574059405668567,21.287108787303268,21.43351173400879,12305511,0.0,0.0,False,0.8673315967085091,,,,
2010-10-04,21.36909145825391,21.521352000618347,21.25196958493965,21.386659622192383,9678175,0.0,0.0,False,-0.06495861885944258,,,,
2010-10-05,21.585765920116945,21.755594599182142,21.49206750002393,21.67946434020996,11181322,0.0,0.0,False,0.8697558591076515,,,,
2010-10-06,21.69117694269314,21.796588260581697,21.562342188147728,21.673608779907227,7903282,0.0,0.0,False,0.14732042571147452,,,,
2010-10-07,21.872720461075225,21.89614624097681,21.451077493406245,21.497926712036133,14564894,0.0,0.0,False,0.14859294155305447,,,,
2010-10-08,21.56233682371867,21.66189284296804,21.43935737363989,21.61504364013672,9097478,0.0,0.0,False,-1.6634869039491045,,,,
2010-10-11,21.58576011657715,21.667745626822725,21.474493565278383,21.58576011657715,5843858,0.0,0.0,False,-1.0782383211479014,,,,
2010-10-12,21.474504481721286,21.562345308362,21.2695394313284,21.456933975219727,11570339,0.0,0.0,False,-2.4171662264997513,,,,
2010-10-13,21.58577153778595,21.896147927765725,21.53892231554699,21.761455535888672,10230890,0.0,0.0,False,0.1289426206306571,,,,
2010-10-14,21.82587646445467,21.89029386283646,21.57406214671717,21.755603790283203,10002531,0.0,0.0,False,1.181407965962928,,,,
2010-10-15,21.82586845397127,21.92542215290081,21.52720501600966,21.638471603393555,15746619,0.0,0.0,False,1.22770167547148,,,,
2010-10-18,21.61504572129083,21.80829782363717,21.61504572129083,21.80244255065918,11109953,0.0,0.0,False,2.4428970462333663,,,,
2010-10-19,21.66775492755447,21.69703598117634,21.263680133449817,21.386659622192383,10869961,0.0,0.0,False,-1.4629739792868017,,,,
2010-10-20,21.43936591600316,21.814159687987647,21.415942475840843,21.661901473999023,10133426,0.0,0.0,False,-0.05257427728497079,,,,
2010-10-21,21.72630882263184,21.755589865185986,21.42178785300658,21.72630882263184,10870904,0.0,0.0,False,1.0737046969292834,,,,
2010-10-22,21.708738324161462,21.755589865185986,21.638465694969398,21.72630882263184,6634469,0.0,0.0,False,0.5264673267706047,,,,
2010-10-25,21.84343655848368,22.06596973266484,21.837581284858437,21.91371154785156,11167488,0.0,0.0,False,1.5093460106989858,,,,
2010-10-26,21.849297866261125,21.861008415490947,21.603338873660903,21.70874786376953,7444363,0.0,0.0,False,1.128609513103701,,,,
2010-10-27,21.59747562542693,21.59747562542693,21.158262297434923,21.35151672363281,12701131,0.0,0.0,False,-1.766792653463051,,,,
2010-10-28,21.47450024515775,21.70288869053976,21.468642630421694,21.63261604309082,10344074,0.0,0.0,False,-0.48396171528364423,,,,
2010-10-29,21.50963654519221,21.515491818748853,21.093848911000727,21.2636775970459,15961669,0.0,0.0,False,-1.3578330328510426,,,,
2010-11-01,21.339814671232148,21.509643411489964,21.070432201694167,21.22854804992676,10131540,0.0,0.0,False,-2.133169875184929,,,,
2010-11-02,21.41594194737857,21.58577066376501,21.38080561741541,21.43936538696289,10462813,0.0,0.0,False,0.2159823014886149,,,,
2010-11-03,21.50963882316365,21.533062261043835,21.105564034465,21.38080406188965,9966690,0.0,0.0,False,-1.2318318074146923,,,,
2010-11-04,21.58576134910443,21.6384658213062,21.339802463151432,21.46278190612793,12430433,0.0,0.0,False,-1.1468565403968145,,,,
2010-11-05,21.474500340496395,21.515491937965944,20.742481106730946,20.90645217895508,23583144,0.0,0.0,False,-2.874728136564088,,,,
2010-11-08,20.87717247676472,20.970868555598088,20.83032326676161,20.859601974487305,14344186,0.0,0.0,False,-3.8736313128470035,,,,
2010-11-09,20.81860689643926,20.92987345893741,20.48480720894479,20.525798797607425,22320933,0.0,0.0,False,-4.238524779624476,,,,
2010-11-10,20.525812802082825,20.601943100192088,20.36769692953822,20.473108291625977,19982216,0.0,0.0,False,-3.3501653164050262,,,,
2010-11-11,20.437963324226963,20.73662914847999,20.408684610427525,20.619504928588867,14792939,0.0,0.0,False,-4.086953158610656,,,,
2010-11-12,20.519948961895174,20.53165950966001,20.139297630211104,20.32669448852539,24896602,0.0,0.0,False,-3.9523006878689744,,,,
2010-11-15,20.32669221117292,20.47309745356125,20.21542563166148,20.22713851928711,13741795,0.0,0.0,False,-4.247436225727749,,,,
2010-11-16,20.09245003478426,20.16858030725604,19.87577210725072,19.96947288513184,23091213,0.0,0.0,False,-6.831924581956941,,,,
2010-11-17,20.385251666920297,20.87716947173342,20.17442908166538,20.18614196777344,20993746,0.0,0.0,False,-4.860924208846572,,,,
2010-11-18,20.5785119639526,20.695636189424658,20.40868558289564,20.66635513305664,16417654,0.0,0.0,False,-2.5359420125637246,,,,
2010-11-19,20.672205398241594,20.70734406207192,20.449672233180618,20.689773559570312,16375105,0.0,0.0,False,-0.836312735992888,,,,
